sale_id,listing_id,customer_id,agent_id,sale_date,sold_price,commission_rate,commission_value,payment_status
S028257,LST-28257,C012128,A3616,3/22/2024,135689,0.05,6784,Paid
S028261,LST-28261,C042598,A0405,8/30/2024,160220,0.06,9613,Paid
S028262,LST-28262,C014478,A0195,9/2/2024,152998,0.05,7650,Paid
S028264,LST-28264,C015952,A1823,10/19/2024,155132,0.05,7757,Paid
S028265,LST-28265,C028584,A2865,10/27/2024,147521,0.05,7376,Paid
S028268,LST-28268,C005448,A2827,3/18/2024,179798,0.05,8990,Paid
S028270,LST-28270,C003372,A2250,4/25/2024,161497,0.05,8075,Paid
S028273,LST-28273,C018316,A2614,2/8/2024,91545,0.05,4577,Paid
S028275,LST-28275,C027240,A1875,10/9/2024,153761,0.05,7688,Paid
S028276,LST-28276,C002838,A1420,10/11/2024,308741,0.05,15437,Paid
S028279,LST-28279,C008907,A3501,8/29/2024,109995,0.05,5500,Paid
S028280,LST-28280,C013331,A0970,10/13/2024,170335,0.05,8517,Paid
S028283,LST-28283,C008713,A2630,4/3/2024,102404,0.05,5120,Paid
S028284,LST-28284,C043395,A1349,5/5/2024,290115,0.05,14506,Paid
S028285,LST-28285,C042191,A3255,3/30/2024,104926,0.06,6296,Paid
S028287,LST-28287,C027978,A0484,10/4/2024,311031,0.05,15552,Paid
S028288,LST-28288,C032190,A1384,3/4/2024,109377,0.05,5469,Paid
S028289,LST-28289,C016826,A0011,10/25/2024,332885,0.05,16644,Paid
S028291,LST-28291,C006992,A2682,3/31/2024,347834,0.05,17392,Paid
S028292,LST-28292,C012696,A1369,2/10/2024,65232,0.05,3262,Paid
S028296,LST-28296,C040124,A0883,1/28/2024,62938,0.06,3776,Paid
S028297,LST-28297,C045703,A1295,9/14/2024,153349,0.05,7667,Paid
S028300,LST-28300,C011697,A2628,9/19/2024,142802,0.05,7140,Paid
S028301,LST-28301,C028620,A1402,8/23/2024,370388,0.05,18519,Paid
S028304,LST-28304,C019866,A2384,4/17/2024,62269,0.05,3113,Paid
S028305,LST-28305,C028835,A2366,3/21/2024,436529,0.05,21826,Paid
S028309,LST-28309,C015497,A1722,2/8/2024,152418,0.05,7621,Paid
S028312,LST-28312,C012584,A1726,8/15/2024,118195,0.05,5910,Paid
S028314,LST-28314,C043680,A0912,4/14/2024,102996,0.06,6180,Paid
S028315,LST-28315,C035497,A0164,3/24/2024,398700,0.05,19935,Paid
S028317,LST-28317,C047220,A2478,8/23/2024,315814,0.05,15791,Paid
S028318,LST-28318,C000673,A2794,10/3/2024,93045,0.05,4652,Paid
S028322,LST-28322,C049017,A2993,8/12/2024,76501,0.05,3825,Paid
S028323,LST-28323,C011427,A2272,3/26/2024,371345,0.05,18567,Paid
S028324,LST-28324,C012366,A2881,2/22/2024,136594,0.05,6830,Paid
S028325,LST-28325,C044752,A3488,4/15/2024,140227,0.05,7011,Paid
S028329,LST-28329,C029903,A2246,1/25/2024,163592,0.05,8180,Paid
S028330,LST-28330,C011614,A3545,8/5/2024,404357,0.045,18196,Paid
S028331,LST-28331,C024477,A2010,3/10/2024,277679,0.05,13884,Paid
S028338,LST-28338,C038423,A1280,8/15/2024,500127,0.05,25006,Paid
S028340,LST-28340,C016068,A2801,2/22/2024,402558,0.05,20128,Paid
S028343,LST-28343,C020128,A2346,2/28/2024,391340,0.05,19567,Paid
S028344,LST-28344,C008344,A1216,3/23/2024,66957,0.045,3013,Paid
S028346,LST-28346,C044700,A1147,4/13/2024,339324,0.05,16966,Paid
S028347,LST-28347,C007208,A0057,3/25/2024,310136,0.05,15507,Paid
S028349,LST-28349,C030264,A2021,10/16/2024,38785,0.045,1745,Paid
S028350,LST-28350,C024013,A3420,2/29/2024,92455,0.05,4623,Paid
S028352,LST-28352,C013474,A0353,3/6/2024,108206,0.05,5410,Paid
S028355,LST-28355,C049114,A2839,10/4/2024,115730,0.05,5787,Paid
S028357,LST-28357,C022385,A3403,9/21/2024,369528,0.05,18476,Paid
S028360,LST-28360,C045421,A2457,3/25/2024,55916,0.05,2796,Paid
S028361,LST-28361,C027071,A1002,3/31/2024,90248,0.05,4512,Paid
S028363,LST-28363,C047734,A3003,3/9/2024,77991,0.05,3900,Paid
S028364,LST-28364,C017190,A3591,4/3/2024,89848,0.05,4492,Paid
S028369,LST-28369,C031994,A1828,4/17/2024,155886,0.05,7794,Paid
S028371,LST-28371,C047652,A2210,8/30/2024,370437,0.05,18522,Paid
S028372,LST-28372,C017953,A1798,3/6/2024,136186,0.05,6809,Paid
S028373,LST-28373,C018614,A1087,2/23/2024,953795,0.05,47690,Paid
S028377,LST-28377,C029606,A3245,4/14/2024,778503,0.05,38925,Paid
S028378,LST-28378,C005748,A2494,9/13/2024,118946,0.05,5947,Paid
S028380,LST-28380,C008972,A0961,7/27/2024,356943,0.05,17847,Paid
S028382,LST-28382,C032425,A1215,3/21/2024,798180,0.05,39909,Paid
S028383,LST-28383,C007613,A1948,3/2/2024,100582,0.05,5029,Paid
S028385,LST-28385,C017957,A1582,9/26/2024,145670,0.05,7284,Paid
S028386,LST-28386,C046326,A0539,7/29/2024,110598,0.05,5530,Paid
S028387,LST-28387,C009819,A3406,9/29/2024,80840,0.05,4042,Paid
S028388,LST-28388,C023849,A0146,10/27/2024,105515,0.05,5276,Paid
S028390,LST-28390,C029420,A3210,8/5/2024,75377,0.05,3769,Paid
S028399,LST-28399,C001677,A2831,3/10/2024,65755,0.05,3288,Paid
S028401,LST-28401,C013564,A2702,9/8/2024,98819,0.05,4941,Paid
S028402,LST-28402,C024966,A0529,4/16/2024,98262,0.05,4913,Paid
S028403,LST-28403,C037563,A3054,3/11/2024,126189,0.05,6309,Paid
S028404,LST-28404,C042294,A0737,8/9/2024,336575,0.05,16829,Paid
S028405,LST-28405,C014788,A1782,9/20/2024,126404,0.045,5688,Paid
S028407,LST-28407,C034024,A3277,2/17/2024,396962,0.05,19848,Paid
S028410,LST-28410,C010900,A2166,8/1/2024,112725,0.05,5636,Paid
S028412,LST-28412,C022953,A3309,9/3/2024,96393,0.05,4820,Paid
S028418,LST-28418,C043910,A0706,4/16/2024,81973,0.05,4099,Paid
S028420,LST-28420,C031221,A0109,4/29/2024,118598,0.05,5930,Paid
S028422,LST-28422,C014284,A2023,8/11/2024,119021,0.05,5951,Paid
S028425,LST-28425,C047957,A0464,4/26/2024,165558,0.05,8278,Paid
S028426,LST-28426,C025404,A0430,10/29/2024,109704,0.05,5485,Paid
S028427,LST-28427,C007191,A1842,3/2/2024,81275,0.05,4064,Paid
S028428,LST-28428,C046975,A1242,2/28/2024,391030,0.05,19552,Paid
S028429,LST-28429,C013078,A1023,3/9/2024,134374,0.05,6719,Paid
S028430,LST-28430,C018371,A2176,9/21/2024,85134,0.05,4257,Paid
S028431,LST-28431,C014186,A0274,11/3/2024,103279,0.05,5164,Paid
S028433,LST-28433,C031696,A2290,2/14/2024,97771,0.05,4889,Paid
S028436,LST-28436,C011868,A3418,10/6/2024,52876,0.05,2644,Paid
S028437,LST-28437,C001699,A0900,2/23/2024,128986,0.05,6449,Paid
S028438,LST-28438,C045699,A3080,8/20/2024,98814,0.05,4941,Paid
S028439,LST-28439,C009118,A0661,1/26/2024,439595,0.05,21980,Paid
S028445,LST-28445,C046125,A0680,8/20/2024,292986,0.05,14649,Paid
S028446,LST-28446,C001852,A3124,8/27/2024,988969,0.05,49448,Paid
S028447,LST-28447,C004751,A2710,1/25/2024,114202,0.05,5710,Paid
S028448,LST-28448,C018917,A1877,8/13/2024,112259,0.05,5613,Paid
S028451,LST-28451,C021279,A2520,3/10/2024,312104,0.05,15605,Paid
S028452,LST-28452,C003403,A1881,10/12/2024,127385,0.05,6369,Paid
S028456,LST-28456,C043597,A1046,4/5/2024,342360,0.05,17118,Paid
S028457,LST-28457,C018342,A2744,4/14/2024,104690,0.05,5235,Paid
S028458,LST-28458,C019440,A3206,3/15/2024,82175,0.05,4109,Paid
S028459,LST-28459,C014853,A0252,8/24/2024,103545,0.05,5177,Paid
S028460,LST-28460,C023870,A0321,3/11/2024,475469,0.05,23773,Paid
S028463,LST-28463,C002151,A0130,2/17/2024,109907,0.05,5495,Paid
S028464,LST-28464,C032355,A3375,2/11/2024,119513,0.05,5976,Paid
S028469,LST-28469,C019329,A1103,3/16/2024,126826,0.05,6341,Paid
S028470,LST-28470,C040770,A1191,3/5/2024,154018,0.05,7701,Paid
S028471,LST-28471,C019640,A2028,10/4/2024,75926,0.05,3796,Paid
S028472,LST-28472,C011066,A2750,10/18/2024,475808,0.05,23790,Paid
S028475,LST-28475,C027444,A0113,3/24/2024,284230,0.05,14212,Paid
S028476,LST-28476,C001170,A2725,8/9/2024,445503,0.05,22275,Paid
S028478,LST-28478,C031926,A0433,2/2/2024,135789,0.05,6789,Paid
S028482,LST-28482,C000066,A1634,3/21/2024,309888,0.05,15494,Paid
S028484,LST-28484,C014836,A2417,10/23/2024,75426,0.05,3771,Paid
S028485,LST-28485,C011488,A2183,2/27/2024,135005,0.05,6750,Paid
S028486,LST-28486,C048461,A1046,10/15/2024,115033,0.05,5752,Paid
S028487,LST-28487,C029871,A3556,2/15/2024,62259,0.05,3113,Paid
S028488,LST-28488,C005778,A0696,2/6/2024,138815,0.05,6941,Paid
S028489,LST-28489,C029268,A2832,3/1/2024,425179,0.05,21259,Paid
S028491,LST-28491,C040967,A1791,2/29/2024,136321,0.05,6816,Paid
S028492,LST-28492,C023807,A2476,2/18/2024,43035,0.05,2152,Paid
S028495,LST-28495,C000270,A2982,10/11/2024,83734,0.05,4187,Paid
S028497,LST-28497,C032434,A1968,3/9/2024,157691,0.05,7885,Paid
S028498,LST-28498,C046444,A3602,10/8/2024,380760,0.05,19038,Paid
S028505,LST-28505,C030702,A0788,3/30/2024,77411,0.05,3871,Paid
S028507,LST-28507,C003038,A3551,10/11/2024,78925,0.05,3946,Paid
S028509,LST-28509,C018361,A1685,10/18/2024,364685,0.05,18234,Paid
S028513,LST-28513,C000770,A0076,4/17/2024,94647,0.05,4732,Paid
S028514,LST-28514,C004967,A2287,4/24/2024,124788,0.05,6239,Paid
S028519,LST-28519,C006393,A0798,7/30/2024,368431,0.05,18422,Paid
S028521,LST-28521,C007831,A3135,8/6/2024,79577,0.05,3979,Paid
S028522,LST-28522,C007877,A3363,8/9/2024,113959,0.05,5698,Paid
S028523,LST-28523,C047943,A2715,2/6/2024,306816,0.045,13807,Paid
S028524,LST-28524,C003441,A0923,2/21/2024,125041,0.05,6252,Paid
S028527,LST-28527,C027849,A3055,2/14/2024,293509,0.05,14675,Paid
S028531,LST-28531,C046450,A3299,3/23/2024,145985,0.05,7299,Paid
S028533,LST-28533,C041722,A0582,4/6/2024,325331,0.05,16267,Paid
S028535,LST-28535,C032162,A0515,9/1/2024,94968,0.05,4748,Paid
S028537,LST-28537,C045464,A1486,2/7/2024,90770,0.05,4539,Paid
S028541,LST-28541,C007903,A1521,8/27/2024,136877,0.05,6844,Paid
S028542,LST-28542,C015724,A0001,8/6/2024,110578,0.05,5529,Paid
S028544,LST-28544,C022632,A1028,10/6/2024,50751,0.05,2538,Paid
S028545,LST-28545,C011187,A0281,2/29/2024,79286,0.05,3964,Paid
S028547,LST-28547,C011742,A0835,3/19/2024,96202,0.05,4810,Paid
S028551,LST-28551,C044120,A2092,9/22/2024,81987,0.05,4099,Paid
S028552,LST-28552,C013457,A0939,4/27/2024,143687,0.05,7184,Paid
S028555,LST-28555,C000543,A1228,8/9/2024,108387,0.05,5419,Paid
S028557,LST-28557,C049552,A2529,4/20/2024,103323,0.05,5166,Paid
S028558,LST-28558,C022935,A3069,3/18/2024,353544,0.05,17677,Paid
S028559,LST-28559,C009187,A1211,2/6/2024,67308,0.05,3365,Paid
S028560,LST-28560,C004585,A0671,8/1/2024,382246,0.05,19112,Paid
S028561,LST-28561,C000473,A1868,10/2/2024,303543,0.05,15177,Paid
S028562,LST-28562,C001712,A2791,4/23/2024,109574,0.05,5479,Paid
S028563,LST-28563,C029328,A1725,4/5/2024,151489,0.05,7574,Paid
S028564,LST-28564,C049079,A0532,9/20/2024,116122,0.05,5806,Paid
S028565,LST-28565,C028863,A0382,9/28/2024,87624,0.05,4381,Paid
S028569,LST-28569,C035494,A2290,2/9/2024,150869,0.05,7543,Paid
S028570,LST-28570,C032117,A0388,9/22/2024,622268,0.05,31113,Paid
S028571,LST-28571,C003129,A0725,4/16/2024,69472,0.05,3474,Paid
S028572,LST-28572,C031337,A0239,2/28/2024,143231,0.05,7162,Paid
S028576,LST-28576,C016167,A3387,9/27/2024,70870,0.045,3189,Paid
S028578,LST-28578,C030969,A1375,8/16/2024,112813,0.05,5641,Paid
S028580,LST-28580,C017930,A1463,4/29/2024,144468,0.05,7223,Paid
S028582,LST-28582,C013721,A2846,10/20/2024,111396,0.05,5570,Paid
S028585,LST-28585,C043464,A1481,2/4/2024,121115,0.05,6056,Paid
S028586,LST-28586,C030441,A1201,3/3/2024,142289,0.05,7114,Paid
S028587,LST-28587,C011923,A2664,10/1/2024,120074,0.05,6004,Paid
S028589,LST-28589,C047426,A2235,10/27/2024,110155,0.05,5508,Paid
S028590,LST-28590,C029286,A1201,2/7/2024,121387,0.05,6069,Paid
S028592,LST-28592,C032733,A0774,9/17/2024,97626,0.05,4881,Paid
S028595,LST-28595,C047685,A2435,3/2/2024,88968,0.05,4448,Paid
S028596,LST-28596,C019232,A2171,9/27/2024,177846,0.05,8892,Paid
S028597,LST-28597,C001732,A0641,3/15/2024,118770,0.05,5939,Paid
S028599,LST-28599,C030289,A2987,7/31/2024,176116,0.05,8806,Paid
S028603,LST-28603,C013959,A2424,4/14/2024,109270,0.05,5464,Paid
S028604,LST-28604,C008584,A1018,9/9/2024,151439,0.05,7572,Paid
S028607,LST-28607,C010061,A0825,4/13/2024,97256,0.05,4863,Paid
S028609,LST-28609,C004218,A2695,9/20/2024,106205,0.05,5310,Paid
S028610,LST-28610,C001500,A1069,9/17/2024,77611,0.05,3881,Paid
S028611,LST-28611,C016325,A3339,8/16/2024,98781,0.05,4939,Paid
S028614,LST-28614,C020075,A2195,4/28/2024,118676,0.05,5934,Paid
S028615,LST-28615,C001558,A3367,2/2/2024,362988,0.05,18149,Paid
S028616,LST-28616,C049638,A1952,9/16/2024,379298,0.05,18965,Paid
S028617,LST-28617,C031667,A2833,3/27/2024,85245,0.06,5115,Paid
S028618,LST-28618,C011426,A0962,4/8/2024,86608,0.05,4330,Paid
S028619,LST-28619,C011779,A2054,10/18/2024,109402,0.05,5470,Paid
S028620,LST-28620,C048586,A1457,10/6/2024,91431,0.05,4572,Paid
S028621,LST-28621,C001830,A3112,3/23/2024,356279,0.05,17814,Paid
S028623,LST-28623,C002200,A3482,9/19/2024,124138,0.05,6207,Paid
S028627,LST-28627,C012775,A3232,8/24/2024,84658,0.05,4233,Paid
S028628,LST-28628,C001295,A3468,9/9/2024,135428,0.05,6771,Paid
S028629,LST-28629,C005546,A3280,9/11/2024,103548,0.05,5177,Paid
S028631,LST-28631,C010580,A1745,5/1/2024,99651,0.05,4983,Paid
S028633,LST-28633,C018310,A0432,10/15/2024,130187,0.05,6509,Paid
S028634,LST-28634,C045063,A3387,8/21/2024,49176,0.06,2951,Paid
S028635,LST-28635,C042834,A2059,4/4/2024,140111,0.05,7006,Paid
S028638,LST-28638,C047639,A2381,2/28/2024,112873,0.05,5644,Paid
S028640,LST-28640,C025746,A2517,10/2/2024,113199,0.05,5660,Paid
S028643,LST-28643,C044583,A0447,2/5/2024,43066,0.05,2153,Paid
S028646,LST-28646,C025816,A1716,9/24/2024,145501,0.05,7275,Paid
S028648,LST-28648,C039470,A0012,2/17/2024,69402,0.05,3470,Paid
S028651,LST-28651,C004443,A2748,2/16/2024,152700,0.045,6872,Paid
S028654,LST-28654,C036014,A2446,2/4/2024,596917,0.05,29846,Paid
S028656,LST-28656,C013894,A2218,2/12/2024,105024,0.05,5251,Paid
S028657,LST-28657,C020888,A0202,4/8/2024,495160,0.05,24758,Paid
S028659,LST-28659,C021086,A1007,3/15/2024,89412,0.05,4471,Paid
S028661,LST-28661,C029511,A0284,10/1/2024,410019,0.05,20501,Paid
S028662,LST-28662,C015939,A0595,2/26/2024,129188,0.05,6459,Paid
S028663,LST-28663,C024582,A0665,9/17/2024,349328,0.05,17466,Paid
S028664,LST-28664,C038920,A1052,9/1/2024,349980,0.05,17499,Paid
S028667,LST-28667,C043789,A0019,10/15/2024,81577,0.05,4079,Paid
S028669,LST-28669,C021896,A1161,9/8/2024,88112,0.05,4406,Paid
S028672,LST-28672,C011469,A0516,2/16/2024,144400,0.05,7220,Paid
S028674,LST-28674,C044910,A3584,8/25/2024,455269,0.05,22763,Paid
S028676,LST-28676,C018028,A3244,8/8/2024,158454,0.05,7923,Paid
S028677,LST-28677,C033427,A0466,4/5/2024,176286,0.05,8814,Paid
S028678,LST-28678,C001596,A2914,10/17/2024,383055,0.05,19153,Paid
S028680,LST-28680,C018042,A0534,3/12/2024,107749,0.05,5387,Paid
S028681,LST-28681,C003469,A2238,3/27/2024,123984,0.05,6199,Paid
S028682,LST-28682,C014372,A1889,8/19/2024,72070,0.05,3604,Paid
S028683,LST-28683,C039174,A2473,2/25/2024,136763,0.05,6838,Paid
S028687,LST-28687,C027432,A1048,9/26/2024,88482,0.05,4424,Paid
S028690,LST-28690,C009096,A3466,9/17/2024,379963,0.05,18998,Paid
S028692,LST-28692,C027140,A1268,3/28/2024,92577,0.05,4629,Paid
S028694,LST-28694,C045404,A3157,8/18/2024,322955,0.05,16148,Paid
S028696,LST-28696,C024276,A1400,9/9/2024,118041,0.045,5312,Paid
S028698,LST-28698,C023557,A0974,10/8/2024,339504,0.05,16975,Paid
S028701,LST-28701,C044018,A2880,2/3/2024,70995,0.06,4260,Paid
S028702,LST-28702,C027884,A2573,4/28/2024,81589,0.05,4079,Paid
S028705,LST-28705,C004586,A3395,2/22/2024,423832,0.05,21192,Paid
S028706,LST-28706,C023932,A0724,10/19/2024,137700,0.05,6885,Paid
S028708,LST-28708,C001889,A3225,8/25/2024,372422,0.05,18621,Paid
S028709,LST-28709,C021887,A3589,9/8/2024,474170,0.05,23709,Paid
S028710,LST-28710,C011484,A0560,4/6/2024,64819,0.05,3241,Paid
S028713,LST-28713,C013682,A2004,3/25/2024,78265,0.05,3913,Paid
S028714,LST-28714,C045736,A1449,9/24/2024,277854,0.05,13893,Paid
S028717,LST-28717,C044839,A1410,9/9/2024,99127,0.05,4956,Paid
S028720,LST-28720,C027893,A1242,4/18/2024,300597,0.05,15030,Paid
S028721,LST-28721,C002618,A0235,4/14/2024,346850,0.05,17343,Paid
S028732,LST-28732,C018522,A2462,8/21/2024,340447,0.05,17022,Paid
S028733,LST-28733,C024275,A3284,8/29/2024,440454,0.045,19820,Paid
S028734,LST-28734,C006456,A3462,3/20/2024,100894,0.05,5045,Paid
S028735,LST-28735,C014758,A0323,3/23/2024,170949,0.05,8547,Paid
S028738,LST-28738,C013992,A3246,2/7/2024,122412,0.05,6121,Paid
S028743,LST-28743,C035920,A1036,4/17/2024,448303,0.05,22415,Paid
S028744,LST-28744,C042904,A1412,10/26/2024,97268,0.05,4863,Paid
S028745,LST-28745,C027465,A1206,2/22/2024,107775,0.045,4850,Paid
S028746,LST-28746,C001377,A3566,4/7/2024,456298,0.05,22815,Paid
S028748,LST-28748,C013628,A3381,4/8/2024,143255,0.05,7163,Paid
S028750,LST-28750,C046367,A2482,2/21/2024,109272,0.05,5464,Paid
S028752,LST-28752,C005292,A1709,10/20/2024,47365,0.05,2368,Paid
S028753,LST-28753,C016327,A3156,8/13/2024,384325,0.05,19216,Paid
S028757,LST-28757,C045944,A0992,10/5/2024,70172,0.05,3509,Paid
S028758,LST-28758,C031253,A0239,9/26/2024,348348,0.05,17417,Paid
S028759,LST-28759,C045450,A1474,4/1/2024,113997,0.05,5700,Paid
S028765,LST-28765,C000357,A0943,3/11/2024,113264,0.05,5663,Paid
S028767,LST-28767,C021647,A2472,9/29/2024,129554,0.05,6478,Paid
S028768,LST-28768,C018009,A1691,2/24/2024,96472,0.05,4824,Paid
S028769,LST-28769,C020783,A1730,10/5/2024,131313,0.05,6566,Paid
S028771,LST-28771,C016618,A2465,8/27/2024,70489,0.05,3524,Paid
S028773,LST-28773,C010215,A0869,2/21/2024,433092,0.05,21655,Paid
S028774,LST-28774,C012360,A1519,4/28/2024,113858,0.05,5693,Paid
S028777,LST-28777,C032547,A2174,10/21/2024,117035,0.05,5852,Paid
S028778,LST-28778,C000981,A2160,8/17/2024,135768,0.05,6788,Paid
S028779,LST-28779,C027011,A1967,3/13/2024,97236,0.05,4862,Paid
S028780,LST-28780,C017278,A1209,4/1/2024,371543,0.05,18577,Paid
S028781,LST-28781,C011910,A1278,4/9/2024,126297,0.05,6315,Paid
S028782,LST-28782,C003866,A1500,3/6/2024,114970,0.05,5749,Paid
S028787,LST-28787,C019807,A1404,8/9/2024,106776,0.05,5339,Paid
S028792,LST-28792,C012099,A1317,8/21/2024,130239,0.05,6512,Paid
S028793,LST-28793,C012127,A1609,3/11/2024,98020,0.05,4901,Paid
S028795,LST-28795,C007714,A0329,2/19/2024,427529,0.05,21376,Paid
S028796,LST-28796,C016434,A3315,3/7/2024,101923,0.05,5096,Paid
S028797,LST-28797,C014815,A2731,2/27/2024,322165,0.05,16108,Paid
S028799,LST-28799,C049107,A0750,9/17/2024,67067,0.05,3353,Paid
S028804,LST-28804,C029134,A0744,3/19/2024,162479,0.05,8124,Paid
S028806,LST-28806,C048031,A0301,8/10/2024,92968,0.05,4648,Paid
S028807,LST-28807,C005172,A2417,4/16/2024,57084,0.05,2854,Paid
S028809,LST-28809,C019519,A3537,8/31/2024,155762,0.05,7788,Paid
S028812,LST-28812,C022745,A1037,8/16/2024,35414235,0.05,1770712,Paid
S028817,LST-28817,C029966,A1975,10/1/2024,120489,0.05,6024,Paid
S028821,LST-28821,C011356,A3430,10/2/2024,109196,0.05,5460,Paid
S028822,LST-28822,C008237,A1747,2/4/2024,90588,0.05,4529,Paid
S028823,LST-28823,C044495,A3271,3/16/2024,303383,0.05,15169,Paid
S028827,LST-28827,C014268,A1899,9/1/2024,118135,0.05,5907,Paid
S028828,LST-28828,C008989,A0884,8/5/2024,139867,0.05,6993,Paid
S028830,LST-28830,C016419,A1767,8/22/2024,109963,0.05,5498,Paid
S028840,LST-28840,C002273,A2275,3/27/2024,521858,0.05,26093,Paid
S028841,LST-28841,C042194,A3462,10/4/2024,405482,0.05,20274,Paid
S028843,LST-28843,C043660,A2530,11/4/2024,72985,0.06,4379,Paid
S028845,LST-28845,C019540,A0009,2/22/2024,109868,0.05,5493,Paid
S028846,LST-28846,C034446,A3262,3/11/2024,67966,0.05,3398,Paid
S028847,LST-28847,C021844,A2355,3/28/2024,143993,0.05,7200,Paid
S028849,LST-28849,C008680,A1849,3/4/2024,421583,0.05,21079,Paid
S028851,LST-28851,C001004,A2703,1/26/2024,95175,0.06,5711,Paid
S028853,LST-28853,C006655,A3273,9/9/2024,148454,0.05,7423,Paid
S028858,LST-28858,C049208,A0689,2/11/2024,73004,0.05,3650,Paid
S028860,LST-28860,C020661,A0456,3/20/2024,107463,0.05,5373,Paid
S028866,LST-28866,C002777,A2998,3/3/2024,109698,0.05,5485,Paid
S028867,LST-28867,C037103,A2857,4/7/2024,101729,0.05,5086,Paid
S028868,LST-28868,C013383,A1406,10/2/2024,62204,0.05,3110,Paid
S028871,LST-28871,C046768,A1939,3/28/2024,88299,0.05,4415,Paid
S028874,LST-28874,C020669,A0435,2/6/2024,505056,0.05,25253,Paid
S028875,LST-28875,C023815,A2290,10/17/2024,119587,0.05,5979,Paid
S028879,LST-28879,C047569,A3508,9/29/2024,104171,0.05,5209,Paid
S028882,LST-28882,C020028,A2205,10/22/2024,339921,0.05,16996,Paid
S028883,LST-28883,C047691,A3133,10/5/2024,105304,0.05,5265,Paid
S028885,LST-28885,C043850,A0464,10/9/2024,592389,0.05,29619,Paid
S028886,LST-28886,C048380,A1672,4/5/2024,108118,0.05,5406,Paid
S028887,LST-28887,C020710,A2604,3/2/2024,77525,0.045,3489,Paid
S028889,LST-28889,C011494,A0086,10/11/2024,309253,0.05,15463,Paid
S028890,LST-28890,C012646,A2592,3/20/2024,287717,0.05,14386,Paid
S028891,LST-28891,C039932,A2241,4/12/2024,60452,0.06,3627,Paid
S028892,LST-28892,C044354,A3560,10/25/2024,383557,0.05,19178,Paid
S028893,LST-28893,C006407,A3138,10/25/2024,76266,0.05,3813,Paid
S028894,LST-28894,C002129,A3528,4/14/2024,165032,0.05,8252,Paid
S028898,LST-28898,C028180,A0372,9/18/2024,80495,0.05,4025,Paid
S028899,LST-28899,C002804,A1292,2/5/2024,97623,0.05,4881,Paid
S028901,LST-28901,C040367,A3594,2/21/2024,86374,0.05,4319,Paid
S028902,LST-28902,C017926,A3318,2/3/2024,338654,0.05,16933,Paid
S028903,LST-28903,C004487,A0792,9/30/2024,90921,0.05,4546,Paid
S028904,LST-28904,C040856,A0230,8/15/2024,160306,0.05,8015,Paid
S028906,LST-28906,C024698,A2687,3/13/2024,482469,0.05,24123,Paid
S028908,LST-28908,C048984,A0056,1/25/2024,132633,0.05,6632,Paid
S028909,LST-28909,C006269,A0975,2/18/2024,106938,0.05,5347,Paid
S028912,LST-28912,C047352,A0736,4/12/2024,166566,0.05,8328,Paid
S028913,LST-28913,C046456,A0138,7/31/2024,159557,0.05,7978,Paid
S028918,LST-28918,C023935,A3456,10/6/2024,110487,0.05,5524,Paid
S028919,LST-28919,C010502,A3307,7/27/2024,77549,0.05,3877,Paid
S028920,LST-28920,C012732,A0979,10/8/2024,160552,0.05,8028,Paid
S028921,LST-28921,C016170,A0717,8/16/2024,102825,0.05,5141,Paid
S028922,LST-28922,C027812,A2313,2/26/2024,339247,0.05,16962,Paid
S028923,LST-28923,C001703,A0224,8/7/2024,367934,0.045,16557,Paid
S028924,LST-28924,C000844,A2872,8/29/2024,55546,0.05,2777,Paid
S028925,LST-28925,C003076,A3452,10/24/2024,369770,0.05,18489,Paid
S028926,LST-28926,C031096,A2854,8/27/2024,307198,0.05,15360,Paid
S028928,LST-28928,C018021,A2267,9/19/2024,105780,0.05,5289,Paid
S028931,LST-28931,C009709,A0516,4/2/2024,332293,0.05,16615,Paid
S028935,LST-28935,C044504,A2313,9/18/2024,98217,0.05,4911,Paid
S028936,LST-28936,C031640,A3421,7/26/2024,111242,0.05,5562,Paid
S028938,LST-28938,C024390,A0567,9/2/2024,143343,0.05,7167,Paid
S028945,LST-28945,C025275,A2654,3/4/2024,114686,0.05,5734,Paid
S028946,LST-28946,C041791,A2385,2/4/2024,125252,0.05,6263,Paid
S028948,LST-28948,C045661,A0403,9/24/2024,329746,0.05,16487,Paid
S028954,LST-28954,C025577,A0522,3/15/2024,154961,0.05,7748,Paid
S028958,LST-28958,C049400,A1582,10/16/2024,99258,0.05,4963,Paid
S028960,LST-28960,C020135,A2532,4/3/2024,684472,0.05,34224,Paid
S028962,LST-28962,C044493,A2660,10/16/2024,60806,0.05,3040,Paid
